,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,1,2,3,4,5,6,7,8,9,Ans
77,77,77,77,-1,0,0,0,1,0,0,0,0,3
78,78,78,78,0,1,0,1,-1,0,1,-1,-1,1
79,79,79,79,0,0,0,1,0,0,-1,0,0,5
80,80,80,80,0,0,0,0,0,1,-1,-1,1,3
81,81,81,81,0,1,0,1,0,-1,0,0,-1,1
82,82,82,82,0,0,0,0,0,0,0,-1,1,5
83,83,83,83,1,1,0,0,-1,-1,-1,0,1,3
84,84,84,84,-1,0,0,-1,0,0,1,1,0,9
85,85,85,85,-1,1,1,1,-1,-1,-1,0,1,8
86,86,86,86,-1,1,0,1,0,1,0,-1,-1,5
87,87,87,87,0,1,0,0,1,0,-1,-1,0,9
88,88,88,88,0,1,0,-1,0,0,0,1,-1,5
89,89,89,89,-1,0,0,0,0,0,1,0,0,5
90,90,90,90,0,-1,0,0,0,0,0,0,1,5
91,91,91,91,-1,-1,0,0,0,0,1,1,0,3
92,92,92,92,1,0,-1,0,0,0,0,0,0,9
93,93,93,93,-1,1,1,0,0,0,0,0,-1,5
94,94,94,94,0,0,0,1,0,-1,0,0,0,5
95,95,95,95,0,0,0,1,1,0,-1,-1,0,6
96,96,96,96,0,-1,0,0,0,-1,1,0,1,8
97,97,97,97,0,1,1,-1,-1,1,1,-1,-1,1
98,98,98,98,-1,0,0,0,0,0,0,1,0,5
99,99,99,99,0,0,0,0,0,0,1,0,-1,3
100,100,100,100,0,1,-1,0,0,0,0,0,0,5
101,101,101,101,0,0,1,0,-1,1,1,-1,-1,2
102,102,102,102,0,0,1,0,0,0,0,-1,0,5
103,103,103,103,0,0,0,-1,1,0,0,1,-1,2
104,104,104,104,0,0,0,0,-1,0,-1,1,1,3
105,105,105,105,0,-1,0,0,1,1,-1,1,-1,4
106,106,106,106,0,0,1,0,0,-1,0,0,0,5
107,107,107,107,0,-1,0,0,0,1,0,0,0,5
108,108,108,108,1,0,0,1,0,-1,-1,0,0,9
109,109,109,109,-1,0,0,0,1,0,1,-1,0,3
110,110,110,110,-1,0,0,1,0,1,-1,-1,1,5
111,111,111,111,-1,-1,0,0,1,0,0,1,0,3
112,112,112,112,1,-1,0,0,-1,-1,0,1,1,4
113,113,113,113,0,-1,-1,1,0,0,1,-1,1,1
114,114,114,114,0,0,0,-1,0,0,0,0,1,5
115,115,115,115,0,1,-1,0,1,-1,0,-1,1,1
116,116,116,116,-1,-1,1,0,1,0,0,0,0,7
117,117,117,117,0,0,1,-1,1,0,-1,-1,1,1
118,118,118,118,-1,0,-1,1,1,-1,1,-1,1,2
119,119,119,119,0,1,1,-1,1,-1,0,0,-1,1
120,120,120,120,-1,-1,1,1,0,0,0,0,0,5
121,121,121,121,0,1,-1,0,0,0,0,0,0,9
122,122,122,122,0,0,0,-1,0,0,1,0,0,5
123,123,123,123,1,-1,0,1,1,0,0,-1,-1,6
124,124,124,124,1,-1,1,1,0,0,-1,0,-1,5
125,125,125,125,1,1,0,-1,0,-1,0,1,-1,5
126,126,126,126,0,0,0,-1,-1,0,0,1,1,7
127,127,127,127,1,0,-1,0,-1,1,0,-1,1,2
128,128,128,128,0,0,-1,0,0,0,0,1,0,5
129,129,129,129,1,0,0,0,0,0,-1,0,0,5
130,130,130,130,0,0,1,0,0,0,-1,0,0,9
131,131,131,131,0,0,0,1,0,0,-1,-1,1,3
132,132,132,132,0,-1,0,0,0,0,1,0,0,9
133,133,133,133,1,0,-1,0,1,0,0,0,-1,6
134,134,134,134,-1,0,0,0,0,0,0,1,0,2
135,135,135,135,0,-1,0,0,0,0,1,0,0,3
136,136,136,136,-1,1,1,0,0,0,1,-1,-1,5
137,137,137,137,0,0,1,0,-1,0,0,0,0,7
138,138,138,138,0,0,1,-1,0,0,0,0,0,7
139,139,139,139,0,-1,-1,0,1,0,0,1,0,1
140,140,140,140,0,0,0,1,-1,0,0,0,0,1
141,141,141,141,1,0,0,-1,1,0,0,0,-1,3
142,142,142,142,0,1,0,0,0,0,-1,0,0,5
143,143,143,143,0,0,0,1,0,1,-1,-1,0,5
144,144,144,144,0,0,0,-1,0,0,1,0,0,3
145,145,145,145,0,1,1,-1,0,-1,-1,1,0,5
146,146,146,146,-1,1,0,0,1,0,0,-1,0,3
147,147,147,147,0,0,1,0,1,0,-1,0,-1,8
148,148,148,148,-1,0,0,0,1,0,0,1,-1,2
149,149,149,149,-1,0,0,1,0,0,0,0,0,6
150,150,150,150,1,-1,1,0,-1,-1,0,1,0,7
151,151,151,151,-1,0,1,1,0,0,0,-1,0,6
152,152,152,152,0,0,0,0,0,0,0,0,0,7
153,153,153,153,0,0,-1,1,-1,-1,1,0,1,1
154,154,154,154,1,0,0,0,0,-1,1,-1,0,4
155,155,155,155,1,1,0,0,-1,0,1,-1,-1,4
156,156,156,156,-1,0,0,1,1,0,-1,1,-1,6
157,157,157,157,0,0,0,0,0,1,0,-1,0,5
158,158,158,158,0,0,0,0,-1,1,-1,0,1,3
159,159,159,159,0,0,0,1,1,-1,-1,0,0,2
160,160,160,160,1,0,-1,0,0,0,0,0,0,9
161,161,161,161,-1,-1,0,0,1,0,0,1,0,9
162,162,162,162,0,0,0,0,1,0,-1,1,-1,2
163,163,163,163,1,0,0,0,0,-1,0,0,0,9
164,164,164,164,0,0,1,0,0,-1,0,0,0,7
165,165,165,165,0,1,0,0,0,1,-1,0,-1,8
166,166,166,166,-1,-1,0,-1,1,1,0,0,1,3
167,167,167,167,0,0,0,0,0,-1,1,0,0,1
168,168,168,168,0,0,0,-1,0,0,1,-1,1,3
169,169,169,169,0,0,0,-1,0,0,1,0,0,3
170,170,170,170,0,1,0,-1,0,0,0,0,0,5
171,171,171,171,0,0,1,0,0,0,0,-1,0,5
172,172,172,172,-1,1,-1,1,-1,1,1,-1,0,9
173,173,173,173,0,0,0,0,0,-1,0,0,1,1
174,174,174,174,-1,1,-1,1,0,1,-1,1,-1,5
175,175,175,175,-1,1,0,0,1,-1,-1,0,1,8
176,176,176,176,0,1,0,-1,0,0,0,0,0,5
177,177,177,177,0,0,1,0,-1,0,1,-1,0,2
178,178,178,178,0,0,1,-1,0,0,0,0,0,7
179,179,179,179,0,0,0,0,0,0,-1,0,1,1
180,180,180,180,1,0,1,0,0,-1,-1,0,0,2
181,181,181,181,0,1,1,-1,0,0,0,0,-1,1
182,182,182,182,1,-1,1,0,0,-1,0,-1,1,5
183,183,183,183,0,1,1,-1,-1,1,0,0,-1,1
184,184,184,184,0,0,0,1,0,0,0,0,-1,5
185,185,185,185,0,-1,0,0,0,0,0,1,0,9
186,186,186,186,1,0,-1,0,0,1,-1,0,0,5
187,187,187,187,-1,1,-1,0,0,1,0,1,-1,5
188,188,188,188,0,0,0,1,-1,0,0,0,0,1
189,189,189,189,1,0,0,0,0,-1,0,0,0,5
190,190,190,190,1,0,1,-1,-1,1,0,-1,0,9
191,191,191,191,-1,1,-1,0,0,0,1,0,0,8
192,192,192,192,0,-1,0,-1,1,0,1,0,0,3
193,193,193,193,1,-1,0,1,1,-1,-1,1,-1,3
194,194,194,194,0,0,1,0,0,-1,0,0,0,5
195,195,195,195,0,0,-1,0,0,0,1,0,0,1
196,196,196,196,1,0,-1,0,0,0,0,0,0,9
197,197,197,197,1,0,-1,1,0,0,0,-1,0,7
198,198,198,198,0,0,1,-1,0,0,0,0,0,7
199,199,199,199,1,0,0,0,0,0,-1,0,0,9
200,200,200,200,1,0,0,-1,0,0,0,0,0,9
201,201,201,201,1,0,-1,-1,0,0,0,1,0,9
202,202,202,202,0,0,1,0,-1,0,0,1,-1,1
203,203,203,203,1,0,-1,0,0,0,0,1,-1,6
204,204,204,204,0,0,1,0,-1,-1,0,0,1,4
205,205,205,205,0,0,0,0,0,-1,0,0,1,1
206,206,206,206,0,0,0,0,0,1,-1,-1,1,3
207,207,207,207,-1,0,1,-1,1,0,0,0,0,7
208,208,208,208,-1,1,0,1,0,0,-1,0,0,5
209,209,209,209,-1,-1,1,1,0,-1,0,0,1,7
210,210,210,210,0,-1,-1,1,1,0,0,1,-1,6
211,211,211,211,0,1,-1,0,-1,0,0,1,0,7
212,212,212,212,0,0,1,0,0,0,0,0,-1,7
213,213,213,213,1,0,0,-1,0,-1,0,0,1,5
214,214,214,214,1,0,-1,-1,1,1,1,-1,-1,2
215,215,215,215,1,1,0,-1,-1,0,-1,0,1,3
216,216,216,216,-1,0,1,0,0,0,1,-1,0,5
217,217,217,217,1,0,0,0,0,-1,-1,1,0,5
218,218,218,218,-1,0,0,-1,1,0,0,1,0,2
219,219,219,219,-1,0,0,0,0,1,0,0,0,5
220,220,220,220,0,0,0,1,0,-1,1,-1,0,1
221,221,221,221,-1,-1,0,0,0,0,1,1,0,9
222,222,222,222,0,0,0,1,-1,0,-1,1,0,3
223,223,223,223,1,0,0,0,0,0,0,-1,0,5
224,224,224,224,0,0,0,0,1,0,0,-1,0,3
225,225,225,225,1,1,-1,0,-1,0,0,1,-1,6
226,226,226,226,0,0,1,0,0,0,0,0,-1,7
227,227,227,227,0,-1,-1,1,0,-1,1,1,0,9
228,228,228,228,0,0,0,-1,0,0,0,0,1,1
229,229,229,229,-1,0,1,0,0,0,0,0,0,7
230,230,230,230,-1,0,0,0,0,1,0,0,0,5
231,231,231,231,0,0,-1,0,0,1,0,0,0,5
232,232,232,232,0,0,0,1,0,0,0,0,-1,5
233,233,233,233,-1,0,0,0,0,0,0,0,1,3
234,234,234,234,-1,0,0,0,1,1,0,0,-1,4
235,235,235,235,-1,0,1,0,0,-1,1,-1,1,5
236,236,236,236,0,1,0,0,-1,-1,0,1,0,4
237,237,237,237,0,0,0,0,0,0,1,-1,0,3
238,238,238,238,1,-1,-1,1,1,0,0,-1,0,9
239,239,239,239,0,0,-1,1,1,0,-1,0,0,6
240,240,240,240,1,0,1,-1,0,1,0,-1,-1,2
241,241,241,241,0,-1,0,1,0,0,0,0,0,5
242,242,242,242,1,0,-1,-1,1,0,0,0,0,9
243,243,243,243,0,0,0,-1,0,-1,1,0,1,8
244,244,244,244,0,0,0,0,-1,1,0,0,0,3
245,245,245,245,0,0,1,1,-1,0,0,0,-1,1
246,246,246,246,1,-1,-1,1,1,-1,-1,1,0,9
247,247,247,247,-1,0,1,1,0,0,0,-1,0,6
248,248,248,248,1,-1,0,0,0,0,0,-1,1,5
249,249,249,249,-1,-1,1,0,1,-1,0,1,0,7
250,250,250,250,0,0,-1,0,1,0,1,-1,0,1
251,251,251,251,0,-1,0,0,-1,1,1,1,-1,1
252,252,252,252,-1,0,1,0,-1,0,1,0,0,9
253,253,253,253,1,-1,-1,0,1,0,0,0,0,9
254,254,254,254,0,0,1,0,-1,-1,1,0,0,4
255,255,255,255,1,0,1,-1,0,-1,0,0,0,2
256,256,256,256,1,0,0,0,1,0,-1,-1,0,9
257,257,257,257,-1,1,0,1,-1,-1,0,0,1,7
258,258,258,258,0,0,0,0,0,1,0,-1,0,1
259,259,259,259,-1,0,0,0,0,0,1,0,0,3
260,260,260,260,0,0,0,-1,0,0,0,0,1,1
261,261,261,261,1,0,-1,0,0,0,0,0,0,9
262,262,262,262,1,-1,0,0,0,0,-1,1,0,5
263,263,263,263,1,0,1,-1,-1,0,-1,0,1,6
264,264,264,264,0,1,1,0,-1,0,-1,1,-1,1
265,265,265,265,1,0,0,0,0,-1,0,1,-1,3
266,266,266,266,-1,1,0,0,-1,-1,0,1,1,7
267,267,267,267,0,0,-1,0,-1,1,0,1,0,7
268,268,268,268,0,0,0,1,0,0,-1,0,0,5
269,269,269,269,0,1,0,0,0,0,-1,0,0,5
270,270,270,270,0,0,-1,0,0,1,-1,1,0,1
271,271,271,271,0,0,0,1,-1,-1,0,0,1,7
272,272,272,272,-1,0,1,0,0,-1,1,-1,1,5
273,273,273,273,1,-1,0,0,-1,1,0,1,-1,7
274,274,274,274,-1,0,1,0,0,0,0,0,0,7
275,275,275,275,0,0,-1,-1,0,1,0,0,1,5
276,276,276,276,1,-1,1,1,0,-1,0,0,-1,7
277,277,277,277,1,-1,-1,0,0,1,-1,1,0,5
278,278,278,278,0,0,0,0,0,0,0,1,-1,5
279,279,279,279,1,-1,-1,1,0,0,0,-1,1,5
280,280,280,280,-1,1,0,0,0,0,0,0,0,5
281,281,281,281,1,0,1,1,-1,-1,0,0,-1,2
282,282,282,282,0,0,0,0,-1,1,0,0,0,9
283,283,283,283,1,0,-1,0,1,-1,0,0,0,9
284,284,284,284,1,-1,-1,0,0,0,0,0,1,5
285,285,285,285,0,-1,1,0,-1,0,0,0,1,6
286,286,286,286,0,1,0,1,-1,1,-1,-1,0,9
287,287,287,287,0,0,0,0,1,0,0,-1,0,9
288,288,288,288,-1,-1,1,1,-1,-1,0,1,1,7
289,289,289,289,0,0,0,0,0,0,-1,0,1,1
290,290,290,290,1,0,1,0,-1,0,-1,1,-1,2
291,291,291,291,-1,-1,0,1,0,0,1,0,0,3
292,292,292,292,0,-1,0,0,0,1,1,-1,0,5
293,293,293,293,-1,0,0,0,1,0,0,0,0,3
294,294,294,294,0,0,1,-1,-1,1,0,1,-1,1
295,295,295,295,0,0,1,0,0,0,0,-1,0,5
296,296,296,296,0,0,-1,-1,1,1,-1,0,1,1
297,297,297,297,-1,1,1,0,-1,0,1,-1,0,9
298,298,298,298,-1,-1,1,0,1,0,0,1,-1,7
299,299,299,299,0,0,0,-1,-1,0,1,0,1,8
300,300,300,300,-1,1,0,1,0,0,0,0,-1,5
301,301,301,301,0,1,0,0,-1,0,0,0,0,9
302,302,302,302,0,0,-1,0,0,1,1,0,-1,4
303,303,303,303,0,-1,1,0,0,0,0,1,-1,5
304,304,304,304,0,0,1,0,0,0,0,-1,0,5
305,305,305,305,1,0,-1,-1,0,0,1,0,0,5
306,306,306,306,0,0,1,0,0,1,-1,-1,0,9
307,307,307,307,0,0,-1,0,0,1,0,-1,1,5
308,308,308,308,0,1,0,-1,1,-1,1,-1,0,3
309,309,309,309,1,1,-1,-1,1,1,-1,0,-1,8
310,310,310,310,0,-1,1,1,-1,1,-1,0,0,9
311,311,311,311,1,0,-1,1,0,-1,0,0,0,7
312,312,312,312,0,-1,0,1,-1,-1,1,1,0,1
313,313,313,313,1,-1,0,-1,0,1,-1,1,0,5
314,314,314,314,0,0,-1,0,0,0,1,0,0,1
315,315,315,315,1,-1,1,0,-1,0,0,0,0,8
316,316,316,316,0,0,0,0,0,1,0,-1,0,5
317,317,317,317,-1,1,1,0,0,0,0,0,-1,5
318,318,318,318,0,1,-1,0,-1,0,1,0,0,1
319,319,319,319,-1,1,0,1,0,-1,0,0,0,5
320,320,320,320,0,1,0,0,-1,0,0,0,0,9
321,321,321,321,0,0,0,-1,1,1,0,-1,0,3
322,322,322,322,0,0,0,-1,-1,0,1,1,0,9
323,323,323,323,0,0,0,1,0,-1,0,0,0,7
324,324,324,324,0,1,0,1,0,-1,0,0,-1,3
325,325,325,325,-1,0,0,0,0,1,0,0,0,9
326,326,326,326,-1,-1,0,1,-1,0,1,1,0,9
327,327,327,327,0,0,0,-1,0,0,1,0,0,5
328,328,328,328,-1,1,-1,-1,1,1,0,-1,1,7
329,329,329,329,1,0,0,0,-1,-1,-1,1,1,3
330,330,330,330,0,0,-1,0,0,0,1,0,0,1
331,331,331,331,-1,0,1,1,0,0,0,-1,0,5
332,332,332,332,0,-1,0,0,0,0,0,1,0,7
333,333,333,333,0,0,0,1,-1,1,0,0,-1,1
334,334,334,334,0,0,-1,-1,0,0,0,1,1,7
335,335,335,335,-1,0,0,0,0,0,0,1,0,5
336,336,336,336,-1,1,-1,-1,0,1,1,1,-1,5
337,337,337,337,0,-1,0,0,1,0,-1,1,0,1
338,338,338,338,0,0,-1,1,-1,0,1,-1,1,1
339,339,339,339,0,-1,0,0,0,1,0,0,0,5
340,340,340,340,1,-1,0,0,0,0,1,0,-1,5
341,341,341,341,1,1,0,1,-1,-1,-1,0,0,3
342,342,342,342,0,-1,-1,0,0,0,1,1,0,9
343,343,343,343,-1,0,1,-1,1,0,0,0,0,7
344,344,344,344,-1,1,-1,1,0,0,1,-1,0,5
345,345,345,345,0,-1,0,1,1,0,0,0,-1,6
346,346,346,346,0,0,-1,0,1,-1,1,0,0,9
347,347,347,347,-1,0,0,0,0,1,0,0,0,4
348,348,348,348,1,0,0,0,-1,0,0,0,0,9
349,349,349,349,-1,0,-1,0,1,0,1,-1,1,2
350,350,350,350,-1,-1,0,0,-1,1,1,1,0,9
351,351,351,351,0,-1,0,-1,0,0,0,1,1,7
352,352,352,352,0,1,0,0,0,-1,1,0,-1,3
353,353,353,353,-1,-1,1,1,-1,0,1,0,0,9
354,354,354,354,1,-1,1,0,-1,-1,-1,1,1,4
355,355,355,355,-1,-1,0,0,0,0,0,1,1,7
356,356,356,356,0,0,0,0,1,0,1,-1,-1,3
357,357,357,357,0,1,-1,-1,0,1,-1,0,1,1
358,358,358,358,1,-1,0,0,0,0,0,0,0,9
359,359,359,359,0,-1,0,1,0,1,-1,0,0,5
360,360,360,360,0,0,0,1,0,-1,0,0,0,5
361,361,361,361,0,0,0,0,-1,0,1,0,0,3
362,362,362,362,1,0,-1,0,0,0,-1,1,0,5
363,363,363,363,-1,1,1,1,-1,-1,1,-1,0,9
364,364,364,364,1,0,0,-1,0,0,0,0,0,9
365,365,365,365,0,-1,0,0,1,0,1,0,-1,3
366,366,366,366,0,0,0,0,1,0,0,-1,0,1
367,367,367,367,-1,1,1,1,1,-1,0,-1,-1,7
368,368,368,368,1,0,-1,0,0,0,0,0,0,9
369,369,369,369,0,1,0,-1,0,-1,0,0,1,5
370,370,370,370,0,1,0,0,0,0,0,-1,0,9
371,371,371,371,0,0,0,0,0,1,-1,0,0,1
372,372,372,372,0,0,0,0,-1,0,0,0,1,1
373,373,373,373,0,-1,-1,1,1,0,0,0,0,6
374,374,374,374,-1,0,1,1,0,0,0,-1,0,5
375,375,375,375,1,-1,0,-1,0,0,1,-1,1,5
376,376,376,376,-1,1,0,0,0,0,0,0,0,9
377,377,377,377,0,-1,0,-1,0,1,1,0,0,3
378,378,378,378,0,1,1,0,0,-1,-1,1,-1,1
379,379,379,379,1,0,0,0,0,0,-1,0,0,9
380,380,380,380,0,0,0,0,0,1,-1,0,0,1
381,381,381,381,0,1,1,-1,-1,1,0,0,-1,1
382,382,382,382,0,0,0,0,0,1,0,-1,0,5
383,383,383,383,0,0,-1,0,1,0,0,0,0,1
384,384,384,384,0,0,-1,0,0,0,0,1,0,5
385,385,385,385,0,0,1,0,0,0,0,-1,0,7
386,386,386,386,-1,1,1,0,0,0,-1,1,-1,5
387,387,387,387,1,-1,0,0,-1,1,1,0,-1,4
388,388,388,388,0,0,0,0,0,1,0,-1,0,5
389,389,389,389,-1,-1,1,1,0,0,0,-1,1,6
390,390,390,390,0,0,0,0,1,-1,0,0,0,1
391,391,391,391,0,0,-1,0,1,0,-1,0,1,1
392,392,392,392,0,0,-1,0,0,1,-1,1,0,5
393,393,393,393,-1,-1,1,-1,0,0,0,1,1,7
394,394,394,394,-1,-1,1,1,1,0,-1,-1,1,6
395,395,395,395,-1,-1,0,-1,1,1,1,-1,1,3
396,396,396,396,0,1,0,-1,0,0,-1,1,0,5
397,397,397,397,0,0,0,0,0,0,-1,0,1,1
398,398,398,398,0,0,0,0,1,0,-1,0,0,1
399,399,399,399,-1,1,0,1,0,0,-1,0,0,5
400,400,400,400,-1,1,-1,0,1,0,-1,0,1,8
401,401,401,401,0,0,1,0,1,0,-1,-1,0,9
402,402,402,402,1,-1,0,0,1,1,-1,-1,0,4
403,403,403,403,0,0,0,0,0,-1,-1,1,1,5
404,404,404,404,-1,0,0,0,0,0,1,0,0,3
405,405,405,405,1,1,0,-1,-1,1,-1,1,-1,3
406,406,406,406,1,-1,-1,1,0,1,-1,1,-1,5
407,407,407,407,0,-1,1,0,1,1,-1,0,-1,4
408,408,408,408,0,0,0,0,1,0,0,0,-1,3
409,409,409,409,-1,0,0,0,0,1,0,0,0,9
410,410,410,410,0,0,0,-1,-1,1,0,1,0,9
411,411,411,411,-1,0,1,1,-1,1,0,-1,0,9
412,412,412,412,0,0,1,0,1,-1,-1,0,0,2
413,413,413,413,-1,0,0,0,0,0,1,0,0,5
414,414,414,414,0,1,-1,-1,0,1,0,0,0,5
415,415,415,415,1,-1,1,-1,0,0,0,-1,1,5
416,416,416,416,1,-1,1,1,1,-1,0,-1,-1,7
417,417,417,417,0,1,0,1,-1,-1,-1,0,1,3
418,418,418,418,-1,-1,1,0,1,1,-1,1,-1,4
419,419,419,419,0,0,0,0,0,1,0,-1,0,5
420,420,420,420,0,0,-1,0,0,-1,0,1,1,7
421,421,421,421,0,1,-1,1,0,0,0,-1,0,5
422,422,422,422,1,0,0,1,0,-1,0,0,-1,7
423,423,423,423,0,-1,1,0,0,0,0,0,0,5
424,424,424,424,-1,0,0,-1,0,1,0,1,0,7
425,425,425,425,0,0,-1,1,0,0,-1,1,0,5
426,426,426,426,0,0,0,-1,1,0,0,-1,1,1
427,427,427,427,1,-1,0,0,0,0,1,-1,0,4
428,428,428,428,0,1,0,0,0,-1,0,-1,1,1
429,429,429,429,1,0,0,0,-1,0,0,0,0,9
430,430,430,430,0,0,0,1,0,0,0,-1,0,5
431,431,431,431,-1,0,1,0,0,1,1,-1,-1,5
432,432,432,432,0,1,-1,1,0,0,0,-1,0,1
433,433,433,433,-1,1,0,1,-1,-1,1,-1,1,3
434,434,434,434,0,-1,0,1,0,-1,1,-1,1,1
435,435,435,435,0,0,0,1,0,0,0,-1,0,5
436,436,436,436,0,0,0,0,-1,0,1,0,0,3
437,437,437,437,-1,-1,1,1,0,0,0,-1,1,5
438,438,438,438,1,-1,1,-1,1,1,0,-1,-1,7
439,439,439,439,0,0,0,-1,1,0,0,0,0,9
440,440,440,440,0,0,0,0,1,0,0,-1,0,3
441,441,441,441,-1,0,-1,1,0,1,-1,0,1,5
442,442,442,442,-1,1,1,-1,1,0,0,0,-1,8
443,443,443,443,0,0,0,1,0,-1,0,0,0,1
444,444,444,444,-1,0,0,0,0,0,1,0,0,3
445,445,445,445,-1,1,-1,-1,1,0,1,0,0,8
446,446,446,446,0,0,0,-1,1,0,0,1,-1,2
447,447,447,447,0,-1,0,0,1,0,-1,0,1,1
448,448,448,448,0,-1,0,0,1,0,0,0,0,9
449,449,449,449,-1,1,-1,0,-1,1,0,1,0,7
450,450,450,450,0,0,0,0,0,-1,1,0,0,3
451,451,451,451,0,0,-1,0,0,1,0,0,0,5
452,452,452,452,0,0,0,1,-1,0,0,0,0,7
453,453,453,453,-1,0,-1,0,1,-1,1,0,1,8
454,454,454,454,0,0,0,1,-1,-1,0,0,1,7
455,455,455,455,1,0,0,0,-1,0,0,-1,1,2
456,456,456,456,0,1,1,-1,0,0,0,-1,0,1
457,457,457,457,0,0,0,0,0,-1,0,0,1,1
458,458,458,458,0,-1,0,0,0,0,1,0,0,3
459,459,459,459,0,0,-1,0,0,0,1,0,0,1
460,460,460,460,-1,1,0,0,0,0,0,0,0,5
461,461,461,461,-1,-1,1,0,1,1,0,-1,0,4
